"LOCATION","Reporter country","FLOW","Flow","PARTNER","Partner country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SWE","Sweden","EXP","Exports","SVN","Slovenia","A","Annual","2013","2013","USD","US Dollar","0","Units",,,124388191,,
"SWE","Sweden","EXP","Exports","SVN","Slovenia","A","Annual","2014","2014","USD","US Dollar","0","Units",,,138778556,,
"SWE","Sweden","EXP","Exports","SVN","Slovenia","A","Annual","2015","2015","USD","US Dollar","0","Units",,,128663346,,
"SWE","Sweden","EXP","Exports","SVN","Slovenia","A","Annual","2016","2016","USD","US Dollar","0","Units",,,145347515,,
"SWE","Sweden","EXP","Exports","SVN","Slovenia","A","Annual","2017","2017","USD","US Dollar","0","Units",,,195476958,,
"SWE","Sweden","EXP","Exports","SVN","Slovenia","A","Annual","2018","2018","USD","US Dollar","0","Units",,,206759502,,
"SWE","Sweden","EXP","Exports","ZAF","South Africa","A","Annual","2010","2010","USD","US Dollar","0","Units",,,1086920433,,
"SWE","Sweden","EXP","Exports","ZAF","South Africa","A","Annual","2011","2011","USD","US Dollar","0","Units",,,1291007338,,
"SWE","Sweden","EXP","Exports","ZAF","South Africa","A","Annual","2012","2012","USD","US Dollar","0","Units",,,1205557492,,
"SWE","Sweden","EXP","Exports","ZAF","South Africa","A","Annual","2013","2013","USD","US Dollar","0","Units",,,1015719819,,
"SWE","Sweden","EXP","Exports","ZAF","South Africa","A","Annual","2014","2014","USD","US Dollar","0","Units",,,937951170,,
"SWE","Sweden","EXP","Exports","ZAF","South Africa","A","Annual","2015","2015","USD","US Dollar","0","Units",,,816116698,,
"SWE","Sweden","EXP","Exports","ZAF","South Africa","A","Annual","2016","2016","USD","US Dollar","0","Units",,,677981983,,
"SWE","Sweden","EXP","Exports","ZAF","South Africa","A","Annual","2017","2017","USD","US Dollar","0","Units",,,735147470,,
"SWE","Sweden","EXP","Exports","ZAF","South Africa","A","Annual","2018","2018","USD","US Dollar","0","Units",,,770627161,,
"CHE","Switzerland","EXP","Exports","AUS","Australia","A","Annual","2010","2010","USD","US Dollar","0","Units",,,2097272876,,
"CHE","Switzerland","EXP","Exports","AUS","Australia","A","Annual","2011","2011","USD","US Dollar","0","Units",,,2803290906,,
"CHE","Switzerland","EXP","Exports","AUS","Australia","A","Annual","2012","2012","USD","US Dollar","0","Units",,,2659588655,,
"CHE","Switzerland","EXP","Exports","AUS","Australia","A","Annual","2013","2013","USD","US Dollar","0","Units",,,2580473630,,
"CHE","Switzerland","EXP","Exports","AUS","Australia","A","Annual","2014","2014","USD","US Dollar","0","Units",,,2535960899,,
"CHE","Switzerland","EXP","Exports","AUS","Australia","A","Annual","2015","2015","USD","US Dollar","0","Units",,,2512504403,,
"CHE","Switzerland","EXP","Exports","AUS","Australia","A","Annual","2016","2016","USD","US Dollar","0","Units",,,2366079515,,
"CHE","Switzerland","EXP","Exports","AUS","Australia","A","Annual","2017","2017","USD","US Dollar","0","Units",,,2457912760,,
"CHE","Switzerland","EXP","Exports","AUS","Australia","A","Annual","2018","2018","USD","US Dollar","0","Units",,,2811587777,,
"CHE","Switzerland","EXP","Exports","AUT","Austria","A","Annual","2010","2010","USD","US Dollar","0","Units",,,6210179387,,
"CHE","Switzerland","EXP","Exports","AUT","Austria","A","Annual","2011","2011","USD","US Dollar","0","Units",,,7459956888,,
"CHE","Switzerland","EXP","Exports","AUT","Austria","A","Annual","2012","2012","USD","US Dollar","0","Units",,,6621945213,,
"CHE","Switzerland","EXP","Exports","AUT","Austria","A","Annual","2013","2013","USD","US Dollar","0","Units",,,7104499003,,
"CHE","Switzerland","EXP","Exports","AUT","Austria","A","Annual","2014","2014","USD","US Dollar","0","Units",,,8166957222,,
"CHE","Switzerland","EXP","Exports","AUT","Austria","A","Annual","2015","2015","USD","US Dollar","0","Units",,,7814252428,,
"CHE","Switzerland","EXP","Exports","AUT","Austria","A","Annual","2016","2016","USD","US Dollar","0","Units",,,7511139263,,
"CHE","Switzerland","EXP","Exports","AUT","Austria","A","Annual","2017","2017","USD","US Dollar","0","Units",,,8162285896,,
"CHE","Switzerland","EXP","Exports","AUT","Austria","A","Annual","2018","2018","USD","US Dollar","0","Units",,,7628518062,,
"CHE","Switzerland","EXP","Exports","BEL","Belgium","A","Annual","2010","2010","USD","US Dollar","0","Units",,,3725131484,,
"CHE","Switzerland","EXP","Exports","BEL","Belgium","A","Annual","2011","2011","USD","US Dollar","0","Units",,,4725296489,,
"CHE","Switzerland","EXP","Exports","BEL","Belgium","A","Annual","2012","2012","USD","US Dollar","0","Units",,,5231266106,,
"CHE","Switzerland","EXP","Exports","BEL","Belgium","A","Annual","2013","2013","USD","US Dollar","0","Units",,,5757620030,,
"CHE","Switzerland","EXP","Exports","BEL","Belgium","A","Annual","2014","2014","USD","US Dollar","0","Units",,,6356537609,,
"CHE","Switzerland","EXP","Exports","BEL","Belgium","A","Annual","2015","2015","USD","US Dollar","0","Units",,,5821321147,,
"CHE","Switzerland","EXP","Exports","BEL","Belgium","A","Annual","2016","2016","USD","US Dollar","0","Units",,,6182644216,,
"CHE","Switzerland","EXP","Exports","BEL","Belgium","A","Annual","2017","2017","USD","US Dollar","0","Units",,,6929040914,,
"CHE","Switzerland","EXP","Exports","BEL","Belgium","A","Annual","2018","2018","USD","US Dollar","0","Units",,,4487169518,,
"CHE","Switzerland","EXP","Exports","CAN","Canada","A","Annual","2010","2010","USD","US Dollar","0","Units",,,2771824554,,
"CHE","Switzerland","EXP","Exports","CAN","Canada","A","Annual","2011","2011","USD","US Dollar","0","Units",,,3110707552,,
"CHE","Switzerland","EXP","Exports","CAN","Canada","A","Annual","2012","2012","USD","US Dollar","0","Units",,,3452216647,,
"CHE","Switzerland","EXP","Exports","CAN","Canada","A","Annual","2013","2013","USD","US Dollar","0","Units",,,3543529986,,
"CHE","Switzerland","EXP","Exports","CAN","Canada","A","Annual","2014","2014","USD","US Dollar","0","Units",,,3607190182,,
"CHE","Switzerland","EXP","Exports","CAN","Canada","A","Annual","2015","2015","USD","US Dollar","0","Units",,,3648220143,,
"CHE","Switzerland","EXP","Exports","CAN","Canada","A","Annual","2016","2016","USD","US Dollar","0","Units",,,3527139725,,
"CHE","Switzerland","EXP","Exports","CAN","Canada","A","Annual","2017","2017","USD","US Dollar","0","Units",,,3636835351,,
"CHE","Switzerland","EXP","Exports","CAN","Canada","A","Annual","2018","2018","USD","US Dollar","0","Units",,,3896813085,,
"CHE","Switzerland","EXP","Exports","CZE","Czech Republic","A","Annual","2010","2010","USD","US Dollar","0","Units",,,1636469262,,
"CHE","Switzerland","EXP","Exports","CZE","Czech Republic","A","Annual","2011","2011","USD","US Dollar","0","Units",,,1757207792,,
"CHE","Switzerland","EXP","Exports","CZE","Czech Republic","A","Annual","2012","2012","USD","US Dollar","0","Units",,,1599853753,,
"CHE","Switzerland","EXP","Exports","CZE","Czech Republic","A","Annual","2013","2013","USD","US Dollar","0","Units",,,1579797529,,
"CHE","Switzerland","EXP","Exports","CZE","Czech Republic","A","Annual","2014","2014","USD","US Dollar","0","Units",,,1613330819,,
"CHE","Switzerland","EXP","Exports","CZE","Czech Republic","A","Annual","2015","2015","USD","US Dollar","0","Units",,,1609512008,,
"CHE","Switzerland","EXP","Exports","CZE","Czech Republic","A","Annual","2016","2016","USD","US Dollar","0","Units",,,1530276001,,
"CHE","Switzerland","EXP","Exports","CZE","Czech Republic","A","Annual","2017","2017","USD","US Dollar","0","Units",,,1685603989,,
"CHE","Switzerland","EXP","Exports","CZE","Czech Republic","A","Annual","2018","2018","USD","US Dollar","0","Units",,,1771077647,,
"CHE","Switzerland","EXP","Exports","DNK","Denmark","A","Annual","2010","2010","USD","US Dollar","0","Units",,,993243576,,
"CHE","Switzerland","EXP","Exports","DNK","Denmark","A","Annual","2011","2011","USD","US Dollar","0","Units",,,1117416964,,
"CHE","Switzerland","EXP","Exports","DNK","Denmark","A","Annual","2012","2012","USD","US Dollar","0","Units",,,1036165225,,
"CHE","Switzerland","EXP","Exports","DNK","Denmark","A","Annual","2013","2013","USD","US Dollar","0","Units",,,1066811618,,
"CHE","Switzerland","EXP","Exports","DNK","Denmark","A","Annual","2014","2014","USD","US Dollar","0","Units",,,1041974640,,
"CHE","Switzerland","EXP","Exports","DNK","Denmark","A","Annual","2015","2015","USD","US Dollar","0","Units",,,890119764,,
"CHE","Switzerland","EXP","Exports","DNK","Denmark","A","Annual","2016","2016","USD","US Dollar","0","Units",,,932621353,,
"CHE","Switzerland","EXP","Exports","DNK","Denmark","A","Annual","2017","2017","USD","US Dollar","0","Units",,,981743153,,
"CHE","Switzerland","EXP","Exports","DNK","Denmark","A","Annual","2018","2018","USD","US Dollar","0","Units",,,1025073119,,
"CHE","Switzerland","EXP","Exports","FIN","Finland","A","Annual","2010","2010","USD","US Dollar","0","Units",,,873043648,,
"CHE","Switzerland","EXP","Exports","FIN","Finland","A","Annual","2011","2011","USD","US Dollar","0","Units",,,966348719,,
"CHE","Switzerland","EXP","Exports","FIN","Finland","A","Annual","2012","2012","USD","US Dollar","0","Units",,,934158045,,
"CHE","Switzerland","EXP","Exports","FIN","Finland","A","Annual","2013","2013","USD","US Dollar","0","Units",,,829078449,,
"CHE","Switzerland","EXP","Exports","FIN","Finland","A","Annual","2014","2014","USD","US Dollar","0","Units",,,842585251,,
"CHE","Switzerland","EXP","Exports","FIN","Finland","A","Annual","2015","2015","USD","US Dollar","0","Units",,,670945764,,
"CHE","Switzerland","EXP","Exports","FIN","Finland","A","Annual","2016","2016","USD","US Dollar","0","Units",,,808784706,,
"CHE","Switzerland","EXP","Exports","FIN","Finland","A","Annual","2017","2017","USD","US Dollar","0","Units",,,709034070,,
"CHE","Switzerland","EXP","Exports","FIN","Finland","A","Annual","2018","2018","USD","US Dollar","0","Units",,,662700668,,
"CHE","Switzerland","EXP","Exports","FRA","France","A","Annual","2010","2010","USD","US Dollar","0","Units",,,15032782519,,
"CHE","Switzerland","EXP","Exports","FRA","France","A","Annual","2011","2011","USD","US Dollar","0","Units",,,17111840461,,
"CHE","Switzerland","EXP","Exports","FRA","France","A","Annual","2012","2012","USD","US Dollar","0","Units",,,15975744317,,
"CHE","Switzerland","EXP","Exports","FRA","France","A","Annual","2013","2013","USD","US Dollar","0","Units",,,16133791671,,
"CHE","Switzerland","EXP","Exports","FRA","France","A","Annual","2014","2014","USD","US Dollar","0","Units",,,17392218202,,
"CHE","Switzerland","EXP","Exports","FRA","France","A","Annual","2015","2015","USD","US Dollar","0","Units",,,17534006062,,
"CHE","Switzerland","EXP","Exports","FRA","France","A","Annual","2016","2016","USD","US Dollar","0","Units",,,17636369327,,
"CHE","Switzerland","EXP","Exports","FRA","France","A","Annual","2017","2017","USD","US Dollar","0","Units",,,17133550658,,
"CHE","Switzerland","EXP","Exports","FRA","France","A","Annual","2018","2018","USD","US Dollar","0","Units",,,19712648956,,
"CHE","Switzerland","EXP","Exports","DEU","Germany","A","Annual","2010","2010","USD","US Dollar","0","Units",,,37547904994,,
"CHE","Switzerland","EXP","Exports","DEU","Germany","A","Annual","2011","2011","USD","US Dollar","0","Units",,,47083320454,,
"CHE","Switzerland","EXP","Exports","DEU","Germany","A","Annual","2012","2012","USD","US Dollar","0","Units",,,44612068972,,
"CHE","Switzerland","EXP","Exports","DEU","Germany","A","Annual","2013","2013","USD","US Dollar","0","Units",,,42185413983,,
"CHE","Switzerland","EXP","Exports","DEU","Germany","A","Annual","2014","2014","USD","US Dollar","0","Units",,,43738373051,,
"CHE","Switzerland","EXP","Exports","DEU","Germany","A","Annual","2015","2015","USD","US Dollar","0","Units",,,41233976425,,
"CHE","Switzerland","EXP","Exports","DEU","Germany","A","Annual","2016","2016","USD","US Dollar","0","Units",,,43514489965,,
"CHE","Switzerland","EXP","Exports","DEU","Germany","A","Annual","2017","2017","USD","US Dollar","0","Units",,,45292637429,,
"CHE","Switzerland","EXP","Exports","DEU","Germany","A","Annual","2018","2018","USD","US Dollar","0","Units",,,47435702179,,
"CHE","Switzerland","EXP","Exports","GRC","Greece","A","Annual","2010","2010","USD","US Dollar","0","Units",,,1232684634,,
"CHE","Switzerland","EXP","Exports","GRC","Greece","A","Annual","2011","2011","USD","US Dollar","0","Units",,,1229389842,,
"CHE","Switzerland","EXP","Exports","GRC","Greece","A","Annual","2012","2012","USD","US Dollar","0","Units",,,1010234675,,
"CHE","Switzerland","EXP","Exports","GRC","Greece","A","Annual","2013","2013","USD","US Dollar","0","Units",,,976966531,,
"CHE","Switzerland","EXP","Exports","GRC","Greece","A","Annual","2014","2014","USD","US Dollar","0","Units",,,980804498,,
"CHE","Switzerland","EXP","Exports","GRC","Greece","A","Annual","2015","2015","USD","US Dollar","0","Units",,,827667601,,
"CHE","Switzerland","EXP","Exports","GRC","Greece","A","Annual","2016","2016","USD","US Dollar","0","Units",,,789105614,,
"CHE","Switzerland","EXP","Exports","GRC","Greece","A","Annual","2017","2017","USD","US Dollar","0","Units",,,792542042,,
"CHE","Switzerland","EXP","Exports","GRC","Greece","A","Annual","2018","2018","USD","US Dollar","0","Units",,,837946380,,
"CHE","Switzerland","EXP","Exports","HUN","Hungary","A","Annual","2010","2010","USD","US Dollar","0","Units",,,920614203,,
"CHE","Switzerland","EXP","Exports","HUN","Hungary","A","Annual","2011","2011","USD","US Dollar","0","Units",,,1057815920,,
"CHE","Switzerland","EXP","Exports","HUN","Hungary","A","Annual","2012","2012","USD","US Dollar","0","Units",,,1073259456,,
"CHE","Switzerland","EXP","Exports","HUN","Hungary","A","Annual","2013","2013","USD","US Dollar","0","Units",,,918335448,,
"CHE","Switzerland","EXP","Exports","HUN","Hungary","A","Annual","2014","2014","USD","US Dollar","0","Units",,,1152026551,,
"CHE","Switzerland","EXP","Exports","HUN","Hungary","A","Annual","2015","2015","USD","US Dollar","0","Units",,,1121957608,,
"CHE","Switzerland","EXP","Exports","HUN","Hungary","A","Annual","2016","2016","USD","US Dollar","0","Units",,,943710417,,
"CHE","Switzerland","EXP","Exports","HUN","Hungary","A","Annual","2017","2017","USD","US Dollar","0","Units",,,1027012398,,
"CHE","Switzerland","EXP","Exports","HUN","Hungary","A","Annual","2018","2018","USD","US Dollar","0","Units",,,1039950656,,
"CHE","Switzerland","EXP","Exports","ISL","Iceland","A","Annual","2010","2010","USD","US Dollar","0","Units",,,22726098,,
"CHE","Switzerland","EXP","Exports","ISL","Iceland","A","Annual","2011","2011","USD","US Dollar","0","Units",,,34469715,,
"CHE","Switzerland","EXP","Exports","ISL","Iceland","A","Annual","2012","2012","USD","US Dollar","0","Units",,,27507269,,
"CHE","Switzerland","EXP","Exports","ISL","Iceland","A","Annual","2013","2013","USD","US Dollar","0","Units",,,29102009,,
"CHE","Switzerland","EXP","Exports","ISL","Iceland","A","Annual","2014","2014","USD","US Dollar","0","Units",,,32745876,,
"CHE","Switzerland","EXP","Exports","ISL","Iceland","A","Annual","2015","2015","USD","US Dollar","0","Units",,,28679501,,
"CHE","Switzerland","EXP","Exports","ISL","Iceland","A","Annual","2016","2016","USD","US Dollar","0","Units",,,35428313,,
"CHE","Switzerland","EXP","Exports","ISL","Iceland","A","Annual","2017","2017","USD","US Dollar","0","Units",,,37107676,,
"CHE","Switzerland","EXP","Exports","ISL","Iceland","A","Annual","2018","2018","USD","US Dollar","0","Units",,,57331108,,
"CHE","Switzerland","EXP","Exports","IRL","Ireland","A","Annual","2010","2010","USD","US Dollar","0","Units",,,627290608,,
"CHE","Switzerland","EXP","Exports","IRL","Ireland","A","Annual","2011","2011","USD","US Dollar","0","Units",,,979201186,,
"CHE","Switzerland","EXP","Exports","IRL","Ireland","A","Annual","2012","2012","USD","US Dollar","0","Units",,,755041824,,
"CHE","Switzerland","EXP","Exports","IRL","Ireland","A","Annual","2013","2013","USD","US Dollar","0","Units",,,906733492,,
"CHE","Switzerland","EXP","Exports","IRL","Ireland","A","Annual","2014","2014","USD","US Dollar","0","Units",,,1286394975,,
"CHE","Switzerland","EXP","Exports","IRL","Ireland","A","Annual","2015","2015","USD","US Dollar","0","Units",,,1008018859,,
"CHE","Switzerland","EXP","Exports","IRL","Ireland","A","Annual","2016","2016","USD","US Dollar","0","Units",,,1028379969,,
"CHE","Switzerland","EXP","Exports","IRL","Ireland","A","Annual","2017","2017","USD","US Dollar","0","Units",,,923858183,,
"CHE","Switzerland","EXP","Exports","IRL","Ireland","A","Annual","2018","2018","USD","US Dollar","0","Units",,,1405733853,,
"CHE","Switzerland","EXP","Exports","ITA","Italy","A","Annual","2010","2010","USD","US Dollar","0","Units",,,15357735694,,
"CHE","Switzerland","EXP","Exports","ITA","Italy","A","Annual","2011","2011","USD","US Dollar","0","Units",,,18210445984,,
"CHE","Switzerland","EXP","Exports","ITA","Italy","A","Annual","2012","2012","USD","US Dollar","0","Units",,,16006570397,,
"CHE","Switzerland","EXP","Exports","ITA","Italy","A","Annual","2013","2013","USD","US Dollar","0","Units",,,16498127293,,
"CHE","Switzerland","EXP","Exports","ITA","Italy","A","Annual","2014","2014","USD","US Dollar","0","Units",,,15817014787,,
"CHE","Switzerland","EXP","Exports","ITA","Italy","A","Annual","2015","2015","USD","US Dollar","0","Units",,,15489771368,,
"CHE","Switzerland","EXP","Exports","ITA","Italy","A","Annual","2016","2016","USD","US Dollar","0","Units",,,14802869089,,
"CHE","Switzerland","EXP","Exports","ITA","Italy","A","Annual","2017","2017","USD","US Dollar","0","Units",,,15795406016,,
"CHE","Switzerland","EXP","Exports","ITA","Italy","A","Annual","2018","2018","USD","US Dollar","0","Units",,,16587076041,,
"CHE","Switzerland","EXP","Exports","JPN","Japan","A","Annual","2010","2010","USD","US Dollar","0","Units",,,6450683551,,
"CHE","Switzerland","EXP","Exports","JPN","Japan","A","Annual","2011","2011","USD","US Dollar","0","Units",,,7485903544,,
"CHE","Switzerland","EXP","Exports","JPN","Japan","A","Annual","2012","2012","USD","US Dollar","0","Units",,,7415346105,,
"CHE","Switzerland","EXP","Exports","JPN","Japan","A","Annual","2013","2013","USD","US Dollar","0","Units",,,6649360226,,
"CHE","Switzerland","EXP","Exports","JPN","Japan","A","Annual","2014","2014","USD","US Dollar","0","Units",,,6948405409,,
"CHE","Switzerland","EXP","Exports","JPN","Japan","A","Annual","2015","2015","USD","US Dollar","0","Units",,,6852672871,,
"CHE","Switzerland","EXP","Exports","JPN","Japan","A","Annual","2016","2016","USD","US Dollar","0","Units",,,7657410628,,
"CHE","Switzerland","EXP","Exports","JPN","Japan","A","Annual","2017","2017","USD","US Dollar","0","Units",,,7578780514,,
"CHE","Switzerland","EXP","Exports","JPN","Japan","A","Annual","2018","2018","USD","US Dollar","0","Units",,,7941164827,,
"CHE","Switzerland","EXP","Exports","KOR","Korea","A","Annual","2010","2010","USD","US Dollar","0","Units",,,2181850696,,
"CHE","Switzerland","EXP","Exports","KOR","Korea","A","Annual","2011","2011","USD","US Dollar","0","Units",,,2595958198,,
"CHE","Switzerland","EXP","Exports","KOR","Korea","A","Annual","2012","2012","USD","US Dollar","0","Units",,,2573113721,,
"CHE","Switzerland","EXP","Exports","KOR","Korea","A","Annual","2013","2013","USD","US Dollar","0","Units",,,2743329838,,
"CHE","Switzerland","EXP","Exports","KOR","Korea","A","Annual","2014","2014","USD","US Dollar","0","Units",,,2923111130,,
"CHE","Switzerland","EXP","Exports","KOR","Korea","A","Annual","2015","2015","USD","US Dollar","0","Units",,,2987566364,,
"CHE","Switzerland","EXP","Exports","KOR","Korea","A","Annual","2016","2016","USD","US Dollar","0","Units",,,2946231524,,
"CHE","Switzerland","EXP","Exports","KOR","Korea","A","Annual","2017","2017","USD","US Dollar","0","Units",,,3311028560,,
"CHE","Switzerland","EXP","Exports","KOR","Korea","A","Annual","2018","2018","USD","US Dollar","0","Units",,,3594563317,,
"CHE","Switzerland","EXP","Exports","LUX","Luxembourg","A","Annual","2010","2010","USD","US Dollar","0","Units",,,284000086,,
"CHE","Switzerland","EXP","Exports","LUX","Luxembourg","A","Annual","2011","2011","USD","US Dollar","0","Units",,,367996452,,
"CHE","Switzerland","EXP","Exports","LUX","Luxembourg","A","Annual","2012","2012","USD","US Dollar","0","Units",,,330211474,,
"CHE","Switzerland","EXP","Exports","LUX","Luxembourg","A","Annual","2013","2013","USD","US Dollar","0","Units",,,281518376,,
"CHE","Switzerland","EXP","Exports","LUX","Luxembourg","A","Annual","2014","2014","USD","US Dollar","0","Units",,,224417885,,
"CHE","Switzerland","EXP","Exports","LUX","Luxembourg","A","Annual","2015","2015","USD","US Dollar","0","Units",,,258517745,,
"CHE","Switzerland","EXP","Exports","LUX","Luxembourg","A","Annual","2016","2016","USD","US Dollar","0","Units",,,331338887,,
"CHE","Switzerland","EXP","Exports","LUX","Luxembourg","A","Annual","2017","2017","USD","US Dollar","0","Units",,,548159733,,
"CHE","Switzerland","EXP","Exports","LUX","Luxembourg","A","Annual","2018","2018","USD","US Dollar","0","Units",,,504929688,,
"CHE","Switzerland","EXP","Exports","MEX","Mexico","A","Annual","2010","2010","USD","US Dollar","0","Units",,,1289679255,,
"CHE","Switzerland","EXP","Exports","MEX","Mexico","A","Annual","2011","2011","USD","US Dollar","0","Units",,,1473976334,,
"CHE","Switzerland","EXP","Exports","MEX","Mexico","A","Annual","2012","2012","USD","US Dollar","0","Units",,,1459589378,,
"CHE","Switzerland","EXP","Exports","MEX","Mexico","A","Annual","2013","2013","USD","US Dollar","0","Units",,,1644958300,,
"CHE","Switzerland","EXP","Exports","MEX","Mexico","A","Annual","2014","2014","USD","US Dollar","0","Units",,,1903676104,,
"CHE","Switzerland","EXP","Exports","MEX","Mexico","A","Annual","2015","2015","USD","US Dollar","0","Units",,,1502895818,,
"CHE","Switzerland","EXP","Exports","MEX","Mexico","A","Annual","2016","2016","USD","US Dollar","0","Units",,,1367364813,,
"CHE","Switzerland","EXP","Exports","MEX","Mexico","A","Annual","2017","2017","USD","US Dollar","0","Units",,,1390088191,,
"CHE","Switzerland","EXP","Exports","MEX","Mexico","A","Annual","2018","2018","USD","US Dollar","0","Units",,,1483906498,,
"CHE","Switzerland","EXP","Exports","NLD","Netherlands","A","Annual","2010","2010","USD","US Dollar","0","Units",,,5580763092,,
"CHE","Switzerland","EXP","Exports","NLD","Netherlands","A","Annual","2011","2011","USD","US Dollar","0","Units",,,5783459642,,
"CHE","Switzerland","EXP","Exports","NLD","Netherlands","A","Annual","2012","2012","USD","US Dollar","0","Units",,,5511661846,,
"CHE","Switzerland","EXP","Exports","NLD","Netherlands","A","Annual","2013","2013","USD","US Dollar","0","Units",,,5762851309,,
"CHE","Switzerland","EXP","Exports","NLD","Netherlands","A","Annual","2014","2014","USD","US Dollar","0","Units",,,5722937627,,
"CHE","Switzerland","EXP","Exports","NLD","Netherlands","A","Annual","2015","2015","USD","US Dollar","0","Units",,,5002936181,,
"CHE","Switzerland","EXP","Exports","NLD","Netherlands","A","Annual","2016","2016","USD","US Dollar","0","Units",,,5094633574,,
"CHE","Switzerland","EXP","Exports","NLD","Netherlands","A","Annual","2017","2017","USD","US Dollar","0","Units",,,5378912207,,
"CHE","Switzerland","EXP","Exports","NLD","Netherlands","A","Annual","2018","2018","USD","US Dollar","0","Units",,,8177335852,,
"CHE","Switzerland","EXP","Exports","NZL","New Zealand","A","Annual","2010","2010","USD","US Dollar","0","Units",,,213745451,,
"CHE","Switzerland","EXP","Exports","NZL","New Zealand","A","Annual","2011","2011","USD","US Dollar","0","Units",,,222673546,,
"CHE","Switzerland","EXP","Exports","NZL","New Zealand","A","Annual","2012","2012","USD","US Dollar","0","Units",,,229697166,,
"CHE","Switzerland","EXP","Exports","NZL","New Zealand","A","Annual","2013","2013","USD","US Dollar","0","Units",,,241011883,,
"CHE","Switzerland","EXP","Exports","NZL","New Zealand","A","Annual","2014","2014","USD","US Dollar","0","Units",,,227352411,,
"CHE","Switzerland","EXP","Exports","NZL","New Zealand","A","Annual","2015","2015","USD","US Dollar","0","Units",,,190489621,,
"CHE","Switzerland","EXP","Exports","NZL","New Zealand","A","Annual","2016","2016","USD","US Dollar","0","Units",,,209420980,,
"CHE","Switzerland","EXP","Exports","NZL","New Zealand","A","Annual","2017","2017","USD","US Dollar","0","Units",,,215246534,,
"CHE","Switzerland","EXP","Exports","NZL","New Zealand","A","Annual","2018","2018","USD","US Dollar","0","Units",,,226274972,,
"CHE","Switzerland","EXP","Exports","NOR","Norway","A","Annual","2010","2010","USD","US Dollar","0","Units",,,718535573,,
"CHE","Switzerland","EXP","Exports","NOR","Norway","A","Annual","2011","2011","USD","US Dollar","0","Units",,,956234194,,
"CHE","Switzerland","EXP","Exports","NOR","Norway","A","Annual","2012","2012","USD","US Dollar","0","Units",,,1116956289,,
"CHE","Switzerland","EXP","Exports","NOR","Norway","A","Annual","2013","2013","USD","US Dollar","0","Units",,,1024616918,,
"CHE","Switzerland","EXP","Exports","NOR","Norway","A","Annual","2014","2014","USD","US Dollar","0","Units",,,1066778753,,
"CHE","Switzerland","EXP","Exports","NOR","Norway","A","Annual","2015","2015","USD","US Dollar","0","Units",,,817537318,,
"CHE","Switzerland","EXP","Exports","NOR","Norway","A","Annual","2016","2016","USD","US Dollar","0","Units",,,719326326,,
"CHE","Switzerland","EXP","Exports","NOR","Norway","A","Annual","2017","2017","USD","US Dollar","0","Units",,,649557902,,
"CHE","Switzerland","EXP","Exports","NOR","Norway","A","Annual","2018","2018","USD","US Dollar","0","Units",,,771681174,,
"CHE","Switzerland","EXP","Exports","POL","Poland","A","Annual","2010","2010","USD","US Dollar","0","Units",,,1985744416,,
"CHE","Switzerland","EXP","Exports","POL","Poland","A","Annual","2011","2011","USD","US Dollar","0","Units",,,2215099146,,
"CHE","Switzerland","EXP","Exports","POL","Poland","A","Annual","2012","2012","USD","US Dollar","0","Units",,,2018551702,,
"CHE","Switzerland","EXP","Exports","POL","Poland","A","Annual","2013","2013","USD","US Dollar","0","Units",,,2280840783,,
"CHE","Switzerland","EXP","Exports","POL","Poland","A","Annual","2014","2014","USD","US Dollar","0","Units",,,2409515515,,
"CHE","Switzerland","EXP","Exports","POL","Poland","A","Annual","2015","2015","USD","US Dollar","0","Units",,,2186630850,,
"CHE","Switzerland","EXP","Exports","POL","Poland","A","Annual","2016","2016","USD","US Dollar","0","Units",,,2206632356,,
"CHE","Switzerland","EXP","Exports","POL","Poland","A","Annual","2017","2017","USD","US Dollar","0","Units",,,2241110182,,
"CHE","Switzerland","EXP","Exports","POL","Poland","A","Annual","2018","2018","USD","US Dollar","0","Units",,,2758963803,,
"CHE","Switzerland","EXP","Exports","PRT","Portugal","A","Annual","2010","2010","USD","US Dollar","0","Units",,,980236178,,
"CHE","Switzerland","EXP","Exports","PRT","Portugal","A","Annual","2011","2011","USD","US Dollar","0","Units",,,981960214,,
"CHE","Switzerland","EXP","Exports","PRT","Portugal","A","Annual","2012","2012","USD","US Dollar","0","Units",,,863871828,,
"CHE","Switzerland","EXP","Exports","PRT","Portugal","A","Annual","2013","2013","USD","US Dollar","0","Units",,,1153835714,,
"CHE","Switzerland","EXP","Exports","PRT","Portugal","A","Annual","2014","2014","USD","US Dollar","0","Units",,,930881855,,
"CHE","Switzerland","EXP","Exports","PRT","Portugal","A","Annual","2015","2015","USD","US Dollar","0","Units",,,822361713,,
"CHE","Switzerland","EXP","Exports","PRT","Portugal","A","Annual","2016","2016","USD","US Dollar","0","Units",,,818082357,,
"CHE","Switzerland","EXP","Exports","PRT","Portugal","A","Annual","2017","2017","USD","US Dollar","0","Units",,,867607230,,
"CHE","Switzerland","EXP","Exports","PRT","Portugal","A","Annual","2018","2018","USD","US Dollar","0","Units",,,1036788734,,
"CHE","Switzerland","EXP","Exports","SVK","Slovak Republic","A","Annual","2010","2010","USD","US Dollar","0","Units",,,489437020,,
